Q0045   0.66667
Q0085   0.0
Q0250   0.66667
Q0275   0.66667
SNRNA_U5    0.5
YAL001C 0.81818
YAL002W 0.0
YAL003W 0.25
YAL004W 0.875
YAL005C 0.97386
YAL009W 0.93548
YAL011W 0.92857
YAL012W
YAL013W 1.10633
YAL014C 0.84615
YAL016W 0.7
YAL017W
YAL019W
YAL020C 0.85714
YAL021C 0.86957
YAL022C
YAL023C 1.0
YAL024C 1.0
YAL025C 0.0
YAL026C 0.0
YAL028W 0.66667
YAL029C 0.93333
YAL030W 1.08696
YAL031C
YAL032C 0.85714
YAL033W 0.0
YAL034W-A   0.72727
YAL035W 0.71429
YAL036C 0.57143
YAL038W 0.0
YAL040C 1.09091
YAL041W 1.14493
YAL042W 0.92857
YAL043C 1.5
YAL045C
YAL047C 0.85714
YAL049C 0.5
YAL051W 0.0
YAL053W
YAL054C 0.0
YAL055W
YAL056C-A
YAL056W
YAL058W 0.25
YAL060W
YAL062W
YAL064W 0.0
YAL064W-B
YAL066W
YAL067C 0.0
YAR002C-A
YAR002W
YAR003W 0.75
YAR007C 0.92857
YAR008W 0.875
YAR009C
YAR014C 0.7619
YAR018C 0.96471
YAR019C 0.96875
YAR027W 0.8
YAR030C
YAR031W 0.77778
YAR033W 0.0
YAR035W 0.5
YAR042W
YAR047C
YAR061W
YAR064W
YAR066W 0.8
YAR069C
YAR071W
YBL001C 0.5
YBL002W 0.5
YBL006C 0.5
YBL007C 1.15385
YBL008W 0.33333
YBL009W
YBL010C 0.5
YBL014C 0.66667
YBL016W 1.0
YBL018C 0.94444
YBL019W 0.66667
YBL020W
YBL021C 1.25
YBL022C 0.5
YBL023C 1.27778
YBL024W 0.5
YBL025W 0.375
YBL026W 1.14247
YBL027W 0.0
YBL031W
YBL032W 0.0
YBL033C 0.33333
YBL034C 1.06667
YBL037W
YBL038W 0.5
YBL039C 0.5
YBL040C 0.66667
YBL042C 0.5
YBL043W 0.75
YBL044W 0.0
YBL045C 0.33333
YBL046W
YBL047C
YBL049W 0.90476
YBL050W 1.03125
YBL051C 0.4
YBL052C
YBL053W 0.5
YBL054W
YBL056W 0.33333
YBL058W
YBL059W 0.85714
YBL061C 1.48071
YBL062W
YBL063W 0.96923
YBL065W
YBL066C 0.57143
YBL067C 0.875
YBL068W 0.66667
YBL069W 0.0
YBL071C 0.5
YBL072C
YBL075C 0.875
YBL078C 0.5
YBL079W 0.85714
YBL080C
YBL081W
YBL082C 0.75
YBL083C
YBL084C 3.0625
YBL085W 1.12069
YBL086C 0.0
YBL087C
YBL088C 0.75
YBL089W 0.5
YBL091C 0.0
YBL092W
YBL093C 0.86667
YBL094C
YBL095W
YBL097W
YBL098W
YBL099W 0.0
YBL100C
YBL100W-A   0.25
YBL101C 0.875
YBL102W 0.57143
YBL103C 0.0
YBL104C
YBL105C 1.16929
YBL106C 0.97321
YBL107C 0.0
YBL109W
YBL113C
YBR003W 0.97222
YBR004C 0.5
YBR006W 0.83333
YBR008C
YBR009C 1.0
YBR010W 1.0
YBR012C
YBR012W-B
YBR013C 0.5
YBR014C
YBR015C 1.02381
YBR017C 1.01299
YBR018C
YBR019C 0.0
YBR020W 0.5
YBR021W 0.0
YBR023C 1.38352
YBR024W 0.66667
YBR025C 0.0
YBR027C
YBR028C
YBR033W 0.0
YBR034C 0.5
YBR035C
YBR036C 0.52381
YBR037C 0.33333
YBR038W
YBR039W 0.0
YBR040W 0.8
YBR041W
YBR042C
YBR043C 0.71429
YBR044C 0.0
YBR045C 0.875
YBR046C 0.85714
YBR047W
YBR048W 0.33333
YBR050C 1.03333
YBR052C 0.0
YBR054W 0.5
YBR055C 0.8125
YBR056W
YBR057C 0.83333
YBR058C 0.4
YBR059C 0.75
YBR060C 1.12782
YBR061C 0.26923
YBR064W 0.0
YBR065C
YBR066C 0.91667
YBR067C 0.0
YBR068C 0.0
YBR069C 0.0
YBR072W
YBR073W 0.91667
YBR074W 0.5
YBR076W
YBR077C 0.33333
YBR078W
YBR079C 1.0
YBR080C 0.875
YBR081C 2.13433
YBR082C 0.66667
YBR083W 0.5
YBR084C-A
YBR085W 1.0
YBR087W 0.92857
YBR088C 0.92593
YBR089W
YBR090C 0.5
YBR091C 0.875
YBR093C 0.6
YBR094W 1.07047
YBR095C
YBR096W
YBR097W 0.875
YBR098W 1.11927
YBR099C
YBR101C 0.38889
YBR102C 1.0
YBR103W 0.85714
YBR105C
YBR106W
YBR107C 0.66667
YBR108W 1.67164
YBR109C 0.97115
YBR110W 0.5
YBR112C 0.8913
YBR113W 0.94737
YBR114W 0.90476
YBR116C
YBR117C 0.9375
YBR118W 0.5
YBR119W 0.54545
YBR120C
YBR121C
YBR122C
YBR123C 0.6
YBR124W
YBR125C 0.5
YBR126C 0.72727
YBR127C 0.66667
YBR128C 0.66667
YBR129C
YBR130C 0.90909
YBR131W 0.90476
YBR133C 0.6875
YBR134W 0.0
YBR135W 0.97727
YBR136W 0.84211
YBR137W
YBR138C 0.85714
YBR139W 0.5
YBR140C 0.75
YBR141C 0.5
YBR143C 0.83333
YBR144C
YBR145W
YBR146W 0.5
YBR149W 0.0
YBR152W 0.0
YBR154C 0.66667
YBR155W 0.72727
YBR156C 0.0
YBR157C
YBR158W 0.0
YBR160W 0.95911
YBR161W
YBR162C 0.25
YBR162W-A   0.25
YBR164C 1.38973
YBR165W 0.93333
YBR166C
YBR167C 0.5
YBR168W
YBR169C
YBR170C 0.66667
YBR171W 0.94737
YBR172C 1.03226
YBR173C
YBR174C
YBR175W 0.55556
YBR176W
YBR178W 0.5
YBR179C
YBR180W
YBR181C
YBR182C 0.0
YBR184W 0.0
YBR185C 0.66667
YBR186W 0.5
YBR187W 0.0
YBR188C 0.57143
YBR190W 0.0
YBR192W 0.5
YBR193C 1.0566
YBR194W 0.0
YBR195C 0.97368
YBR196C 0.81818
YBR197C
YBR198C 1.87692
YBR200W 1.13514
YBR201W
YBR202W 0.98958
YBR203W 0.66667
YBR204C
YBR205W 0.9
YBR207W 0.5
YBR209W
YBR211C 0.875
YBR212W
YBR213W 0.5
YBR214W
YBR215W
YBR216C 0.6
YBR217W 0.92593
YBR218C 0.5
YBR219C
YBR220C
YBR221C 0.5
YBR223C 0.5
YBR226C
YBR228W 0.0
YBR229C 1.11888
YBR230C 0.66667
YBR231C
YBR233W 0.875
YBR234C 1.91475
YBR235W
YBR237W 1.04167
YBR238C
YBR239C 0.0
YBR240C
YBR241C
YBR242W
YBR243C
YBR244W 0.0
YBR246W 0.0
YBR248C
YBR249C
YBR250W 0.33333
YBR252W 0.98374
YBR253W 0.0
YBR254C 1.38462
YBR255W
YBR260C 0.81818
YBR261C 0.66667
YBR262C
YBR263W 0.0
YBR264C 0.0
YBR265W
YBR266C 0.0
YBR269C
YBR270C 0.89247
YBR271W
YBR272C 0.0
YBR273C
YBR274W 0.5
